Bus_name,Bus_type,Start_time,End_time,Total_duration,Prices,Seats_Available,Ratings,Route_name,Route_link
TSRTC - 7279,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:40,17:40,03h 00m,INR 283,31 Seats available,"2.4
14",Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TSRTC - 7360,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,18:15,03h 15m,INR 283,32 Seats available,"2.1
10",Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
DNR Express,AC Sleeper (2+1),21:30,23:59,02h 29m,924,34 Seats available,"2.8
4",Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
Bhumi travels,AC Seater (2+2),22:00,03:00,05h 00m,INR 2000,36 Seats available,2.8,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
APSRTC - 4244,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,20:30,06h 30m,INR 451,30 Seats available,"3.9
17",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4246,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,00:03,08h 03m,INR 483,30 Seats available,"3.7
14",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4256,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:45,06h 15m,INR 451,31 Seats available,"3.5
19",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4737,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,02:40,05h 40m,INR 483,32 Seats available,"3.6
30",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4250,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,03:02,05h 47m,INR 483,32 Seats available,"4.1
36",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
IntrCity SmartBus,AC Sleeper (2+1),22:35,05:10,06h 35m,INR 841,15 Seats available,"4.6
393",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
Zingbus Plus,A/C Seater / Sleeper (2+1),21:45,05:05,07h 20m,569,24 Seats available,"4.6
383",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),22:15,06:00,07h 45m,INR 759,23 Seats available,"4.6
229",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
AdIntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,05:45,07h 00m,INR 624,21 Seats available,"4.4
352",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
IntrCity SmartBus,AC Sleeper (2+1),22:55,05:25,06h 30m,INR 687,20 Seats available,"4.6
196",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
TSRTC - 8134,LAHARI A/C SLEEPER CUM SEATER,10:45,15:45,05h 00m,INR 476,36 Seats available,"3.8
12",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TSRTC - 8010,RAJDHANI (A.C. Semi Sleeper),12:00,16:25,04h 25m,INR 476,20 Seats available,"4.1
4",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TSRTC - 7272,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:30,17:15,04h 45m,INR 392,31 Seats available,"3.8
15",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TSRTC - 8157,Lahari Non A/C Sleeper Cum Seater,12:40,17:10,04h 30m,INR 392,43 Seats available,3.8,Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TSRTC - 7208,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,18:20,04h 50m,INR 392,31 Seats available,"2.2
7",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TSRTC - 9506,RAJDHANI (A.C. Semi Sleeper),14:00,18:50,04h 50m,INR 476,33 Seats available,"3.7
17",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TSRTC - 9443,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,19:50,05h 20m,INR 392,28 Seats available,"2.6
8",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TSRTC - 8012,RAJDHANI (A.C. Semi Sleeper),14:55,19:25,04h 30m,INR 476,35 Seats available,3.8,Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TSRTC - 7244,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,19:50,04h 50m,INR 392,31 Seats available,"4.7
12",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TSRTC - 9510,RAJDHANI (A.C. Semi Sleeper),15:30,20:15,04h 45m,INR 476,34 Seats available,"1.7
10",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TSRTC - 7225,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,20:50,04h 50m,INR 392,31 Seats available,"3.1
7",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TSRTC - 7248,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,21:15,04h 45m,INR 392,31 Seats available,"2.6
11",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TSRTC - 7290,LAHARI A/C SLEEPER CUM SEATER,17:30,21:40,04h 10m,INR 476,33 Seats available,"3.7
23",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TSRTC - 7100,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,02:00,05h 00m,INR 392,31 Seats available,"4.0
21",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TSRTC - 7266,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,03:20,04h 50m,INR 392,27 Seats available,"4.6
21",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),16:30,21:55,05h 25m,INR 890,36 Seats available,2.6,Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),17:00,21:40,04h 40m,INR 700,10 Seats available,"2.6
16",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),16:30,21:55,05h 25m,INR 1190,2 Seats available,2.6,Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TSRTC - 1648,RAJDHANI (A.C. Semi Sleeper),11:20,14:00,02h 40m,INR 351,24 Seats available,"2.3
17",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TSRTC - 9923,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:35,14:50,03h 15m,INR 289,33 Seats available,"2.6
16",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TSRTC - 9934,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:55,16:10,04h 15m,INR 289,33 Seats available,"3.5
5",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TSRTC - 1464,RAJDHANI (A.C. Semi Sleeper),12:25,15:40,03h 15m,INR 351,37 Seats available,"2.7
12",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TSRTC - 40131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:50,16:00,03h 10m,INR 289,33 Seats available,"3.1
9",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TSRTC - 2991,RAJDHANI (A.C. Semi Sleeper),13:05,15:50,02h 45m,INR 351,35 Seats available,"3.7
13",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TSRTC - 1805,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,16:30,03h 00m,INR 289,36 Seats available,"2.7
12",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TSRTC - 40162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:20,17:10,02h 50m,INR 289,33 Seats available,"2.1
14",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TSRTC - 1468,RAJDHANI (A.C. Semi Sleeper),14:25,17:10,02h 45m,INR 351,36 Seats available,"3.2
21",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TSRTC - 9945,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:45,18:00,03h 15m,INR 289,33 Seats available,"1.6
12",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TSRTC - 1547,RAJDHANI (A.C. Semi Sleeper),14:45,17:50,03h 05m,INR 351,37 Seats available,"3.1
27",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TSRTC - 40331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,18:30,03h 00m,INR 289,33 Seats available,"3.2
14",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TSRTC - 1432,RAJDHANI (A.C. Semi Sleeper),16:10,19:15,03h 05m,INR 351,37 Seats available,"1.9
9",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TSRTC - 40362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:10,19:00,02h 50m,INR 289,33 Seats available,"3.6
18",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TSRTC - 1402,Rajdhani (AC Semi Sleeper 2+2),16:25,19:30,03h 05m,INR 351,36 Seats available,"3.5
16",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
NueGo,Electric A/C Seater (2+2),10:45,14:35,03h 50m,189,29 Seats available,"4.7
8",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
NueGo,Electric A/C Seater (2+2),11:45,15:35,03h 50m,332,30 Seats available,"4.1
9",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
NueGo,Electric A/C Seater (2+2),12:45,16:35,03h 50m,332,29 Seats available,"3.7
14",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
NueGo,Electric A/C Seater (2+2),13:30,17:35,04h 05m,341,15 Seats available,4.3,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
NueGo,Electric A/C Seater (2+2),13:45,17:35,03h 50m,332,19 Seats available,"4.3
11",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TSRTC - 8743,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:15,19:45,07h 30m,INR 517,31 Seats available,"4.0
18",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TSRTC - 1953,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00,23:00,08h 00m,INR 627,38 Seats available,"3.9
34",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TSRTC - 8796,RAJDHANI (A.C. Semi Sleeper),15:40,22:40,07h 00m,INR 627,37 Seats available,"2.9
12",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TSRTC - 1320,LAHARI A/C SLEEPER CUM SEATER,15:55,23:50,07h 55m,INR 627,32 Seats available,"2.9
37",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TSRTC - 34336,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,23:30,07h 30m,INR 517,33 Seats available,"4.2
16",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
BSR Tours And Travels,A/C Sleeper (2+1),22:00,05:30,07h 30m,INR 800,13 Seats available,"4.5
321",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
BSR Tours And Travels,A/C Seater / Sleeper (2+1),22:00,05:30,07h 30m,INR 580,24 Seats available,"4.3
252",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:35,06:30,07h 55m,INR 500,27 Seats available,"4.2
118",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,05:50,08h 30m,INR 500,19 Seats available,"4.1
177",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
SAIRAJ TRAVELS,NON A/C Seater (2+2),22:15,05:45,07h 30m,INR 500,26 Seats available,"3.8
165",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TSRTC - 8743,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:15,18:45,06h 30m,INR 451,31 Seats available,3.8,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TSRTC - 8873,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:20,19:25,06h 05m,INR 451,31 Seats available,"3.0
6",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TSRTC - 8951,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,20:00,06h 00m,INR 451,32 Seats available,"4.6
12",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TSRTC - 64188,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,21:25,06h 25m,INR 451,31 Seats available,"4.7
10",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TSRTC - 1953,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00,22:15,07h 15m,INR 548,33 Seats available,"2.5
37",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TSRTC - 8796,RAJDHANI (A.C. Semi Sleeper),15:40,21:30,05h 50m,INR 548,37 Seats available,"2.2
9",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TSRTC - 1320,LAHARI A/C SLEEPER CUM SEATER,15:55,22:40,06h 45m,INR 548,43 Seats available,"2.6
22",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TSRTC - 34336,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,22:30,06h 30m,INR 451,32 Seats available,"3.8
10",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TSRTC - 8760,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,23:30,06h 30m,INR 451,33 Seats available,"4.5
9",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TSRTC - 8869,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:40,23:40,06h 00m,INR 451,1 Seat available,3.8,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TSRTC - 8715,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:20,00:50,06h 30m,INR 451,31 Seats available,"4.1
7",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TSRTC - 7645,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,03:40,08h 10m,INR 451,31 Seats available,"3.9
10",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TSRTC - 34342,RAJDHANI (A.C. Semi Sleeper),19:40,01:40,06h 00m,INR 548,32 Seats available,"3.1
8",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TSRTC - 8719,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,04:00,08h 00m,INR 451,25 Seats available,"4.8
9",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TSRTC - 6906,Deluxe (Non AC Seater 2+2),20:20,02:40,06h 20m,INR 396,28 Seats available,3.8,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
BSR Tours And Travels,A/C Sleeper (2+1),22:00,04:30,06h 30m,INR 800,13 Seats available,"4.7
162",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
BSR Tours And Travels,A/C Seater / Sleeper (2+1),22:00,04:30,06h 30m,INR 580,24 Seats available,"4.4
77",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
SAIRAJ TRAVELS,NON A/C Seater (2+2),22:15,05:00,06h 45m,INR 500,29 Seats available,"4.0
63",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
Bharathi Tours & Travels,A/C Sleeper (2+1),21:20,04:50,07h 30m,INR 800,15 Seats available,"4.8
23",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
Morning Star Travels,A/C Sleeper (2+1),22:50,04:30,05h 40m,INR 600,30 Seats available,"3.4
65",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TSRTC - 7349,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:45,15:00,04h 15m,INR 365,31 Seats available,"4.1
28",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TSRTC - 7373,RAJDHANI (A.C. Semi Sleeper),11:30,16:05,04h 35m,INR 442,19 Seats available,"4.3
21",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TSRTC - 7471,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:40,16:55,04h 15m,INR 365,30 Seats available,"3.6
19",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TSRTC - 7461,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40,17:50,04h 10m,INR 365,21 Seats available,"3.8
20",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TSRTC - 7339,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:15,18:35,04h 20m,INR 365,29 Seats available,"2.7
19",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TSRTC - 7881,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:20,19:30,04h 10m,INR 365,22 Seats available,"3.9
22",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TSRTC - 7465,RAJDHANI (A.C. Semi Sleeper),15:40,20:05,04h 25m,INR 442,13 Seats available,"3.9
28",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TSRTC - 7418,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:40,21:05,04h 25m,INR 365,31 Seats available,"3.9
9",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TSRTC - 7382,RAJDHANI (A.C. Semi Sleeper),18:15,22:50,04h 35m,INR 442,27 Seats available,"4.0
18",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TSRTC - 7302,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,00:35,05h 20m,INR 365,31 Seats available,"4.8
11",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TSRTC - 7345,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,00:10,04h 25m,INR 365,31 Seats available,"3.9
5",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TSRTC - 7355,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,00:50,04h 50m,INR 365,29 Seats available,"3.1
10",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TSRTC - 7527,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,01:45,04h 30m,INR 365,29 Seats available,"3.7
6",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TSRTC - 7384,RAJDHANI (A.C. Semi Sleeper),22:00,02:45,04h 45m,INR 442,23 Seats available,"2.7
10",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TSRTC - 7359,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:55,03:15,04h 20m,INR 365,31 Seats available,"3.6
24",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
Harikrishna Travels,Non A/C Seater / Sleeper (2+1),17:30,23:55,06h 25m,INR 700,41 Seats available,3.0,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
SRI SVR travels,A/C Sleeper (2+1),16:45,23:30,06h 45m,2185,30 Seats available,3.5,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
Harikrishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),17:30,22:00,04h 30m,INR 1100,38 Seats available,3.0,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
Harikrishna Travels,Non A/C Seater / Sleeper (2+1),17:55,23:59,06h 04m,INR 2000,41 Seats available,3.0,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
SLVR Travels,Non A/C Seater / Sleeper (2+1),17:30,23:35,06h 05m,INR 4000,26 Seats available,New,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TSRTC - 8850,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:45,20:00,08h 15m,INR 453,30 Seats available,"3.9
13",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TSRTC - 64958,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:20,20:35,06h 15m,INR 453,31 Seats available,"3.7
11",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TSRTC - 64828,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,22:50,06h 20m,INR 453,31 Seats available,"3.3
5",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TSRTC - 2492,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,01:30,08h 00m,INR 456,31 Seats available,3.8,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TSRTC - 64363,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:50,23:55,06h 05m,INR 453,29 Seats available,"2.7
4",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TSRTC - 2415,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:40,03:40,09h 00m,INR 456,13 Seats available,3.8,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TSRTC - 8804,RAJDHANI (A.C. Semi Sleeper),20:35,03:50,07h 15m,INR 550,31 Seats available,"3.7
47",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TSRTC - 64341,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50,04:55,08h 05m,INR 453,25 Seats available,"4.0
49",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TSRTC - 8886,Lahari Non A/C Sleeper Cum Seater,21:00,04:30,07h 30m,INR 453,36 Seats available,"4.4
68",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TSRTC - 8825,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04:30,07h 30m,INR 453,27 Seats available,"4.3
27",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TSRTC - 8856,RAJDHANI (A.C. Semi Sleeper),21:15,04:40,07h 25m,INR 550,32 Seats available,"3.7
23",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TSRTC - 8848,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,04:50,07h 30m,INR 453,29 Seats available,"3.7
47",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TSRTC - 64864,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,03:45,06h 05m,INR 453,30 Seats available,"4.1
21",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TSRTC - 64832,RAJDHANI (A.C. Semi Sleeper),22:00,05:25,07h 25m,INR 550,33 Seats available,"3.5
34",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TSRTC - 64827,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,06:00,07h 45m,INR 453,14 Seats available,"3.9
55",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
Mozo travels,A/C Seater / Sleeper (2+1),22:40,05:05,06h 25m,INR 580,22 Seats available,"4.8
72",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
BSR Tours And Travels,NON A/C Seater (2+2),22:00,05:00,07h 00m,INR 400,33 Seats available,"4.1
245",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
Sri Venkateswara Travels,Non A/C Seater / Sleeper (2+1),22:30,05:00,06h 30m,INR 400,27 Seats available,"3.9
90",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,05:00,07h 40m,INR 450,30 Seats available,"4.2
43",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
Mythri Tours And Travels,A/C Sleeper (2+1),23:00,04:15,05h 15m,INR 749,18 Seats available,"4.9
20",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TSRTC - 6008,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:20,17:00,04h 40m,INR 312,31 Seats available,"3.0
31",Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
